Customer ID,Feedback Date,Feedback Text,Feedback Channel,Customer Sentiment,Service Category,Region,Customer Segment,Response Time,Resolution Status,Assigned Topic,Customer Satisfaction Score,Feedback Category,Customer Interaction History,Bank Response Text,Areas Bank is Lacking
617,2024-06-24 09:27:59.298104,"I waited 30 minutes to speak to someone, and they weren't helpful.",Social Media,Positive,Credit Cards,Asia,Small Business,7,Resolved,Service Issue,2,Customer Service,Provided feedback 2 months ago,We apologize for the inconvenience.,High Fees
618,2024-04-21 09:27:59.298106,"Investment advice was very helpful, made some good decisions.",Survey,Negative,Investment Advice,South America,Retirees,47,Resolved,Service Issue,4,Customer Service,Provided feedback 2 months ago,We are working on resolving your issue.,High Fees
619,2024-04-24 09:27:59.298107,"Very satisfied with customer service, helped resolve my issue quickly.",Email,Positive,Mobile Banking,Europe,Small Business,28,Resolved,Service Issue,1,Technical Issue,Provided feedback 2 months ago,Your issue has been resolved.,High Fees
620,2024-07-22 09:27:59.298109,"The app logs me out constantly, very frustrating.",Mobile App,Negative,Investment Advice,North America,Retirees,34,Unresolved,Service Issue,3,Usability,First interaction,We apologize for the inconvenience.,Technical Issues
621,2024-05-14 09:27:59.298111,The mobile app is too slow and keeps crashing.,Email,Positive,Loan Services,Australia,Retirees,42,Unresolved,Service Issue,1,Usability,Frequent user,We are working on resolving your issue.,High Fees
622,2024-04-24 09:27:59.298112,"Loan approval took forever, not coming back for another loan.",Mobile App,Mixed,Savings Accounts,Asia,Young Families,18,Resolved,Service Issue,1,Technical Issue,First interaction,Your issue has been resolved.,Loan Processing Delays
623,2024-07-05 09:27:59.298114,"Mobile banking interface is user-friendly, much appreciated.",Phone Call,Mixed,Mobile Banking,North America,Small Business,13,Resolved,Service Issue,5,Usability,Provided feedback 2 months ago,Your issue has been resolved.,High Fees
624,2024-03-27 09:27:59.298115,"The ATM was out of cash twice last week, very frustrating.",Survey,Positive,ATM Services,South America,Retirees,1,Resolved,Service Issue,4,Customer Service,First interaction,Your issue has been resolved.,Technical Issues
625,2024-05-27 09:27:59.298117,It took too long to get a response from customer support.,Email,Mixed,Credit Cards,South America,Retirees,12,Resolved,Service Issue,3,Usability,First interaction,We apologize for the inconvenience.,Slow Customer Service
626,2024-05-02 09:27:59.298237,"The ATM was out of cash twice last week, very frustrating.",Email,Negative,Mortgage Services,Australia,Young Professionals,36,Resolved,Service Issue,1,Customer Service,Called last year,We are working on resolving your issue.,Loan Processing Delays
627,2023-12-22 09:27:59.298241,"ATM service is unreliable, often out of service.",Mobile App,Negative,Investment Advice,Australia,Young Families,17,Unresolved,Service Issue,1,Technical Issue,Frequent user,Your issue has been resolved.,Technical Issues
628,2023-09-25 09:27:59.298244,It took too long to get a response from customer support.,Survey,Negative,ATM Services,Europe,Students,20,Unresolved,Service Issue,4,Technical Issue,Provided feedback 2 months ago,We apologize for the inconvenience.,High Fees
629,2024-08-30 09:27:59.298247,"Mortgage rates are competitive, happy with the process.",Phone Call,Positive,Loan Services,Australia,Young Families,17,Unresolved,Service Issue,5,Technical Issue,Provided feedback 2 months ago,Thank you for your feedback.,High Fees
630,2024-09-05 09:27:59.298250,"I waited 30 minutes to speak to someone, and they weren't helpful.",Social Media,Positive,Savings Accounts,Australia,Small Business,8,Unresolved,Service Issue,1,Customer Service,First interaction,We apologize for the inconvenience.,Slow Customer Service
631,2024-05-11 09:27:59.298253,"Mortgage rates are competitive, happy with the process.",Email,Positive,ATM Services,North America,Students,44,Resolved,Service Issue,2,Customer Service,Provided feedback 2 months ago,We apologize for the inconvenience.,ATM Failures
632,2024-05-18 09:27:59.298255,"Mobile banking interface is user-friendly, much appreciated.",Social Media,Negative,ATM Services,South America,Young Professionals,15,Unresolved,Service Issue,3,Customer Service,Called last year,Your issue has been resolved.,Slow Customer Service
633,2023-10-13 09:27:59.298258,"Quick and easy mortgage application, great experience.",Phone Call,Positive,Online Banking,South America,Students,5,Resolved,Service Issue,3,Customer Service,Provided feedback 2 months ago,Your issue has been resolved.,High Fees
634,2024-06-02 09:27:59.298260,"The mobile app update improved performance, thank you!",Branch Visit,Mixed,Fees & Charges,Asia,Young Families,15,Unresolved,Service Issue,2,Customer Service,Provided feedback 2 months ago,We are working on resolving your issue.,ATM Failures
635,2024-01-07 09:27:59.298263,"The ATM was out of cash twice last week, very frustrating.",Mobile App,Positive,Online Banking,South America,Retirees,33,Resolved,Service Issue,2,Technical Issue,Frequent user,We apologize for the inconvenience.,Slow Customer Service
636,2024-08-03 09:27:59.298266,"The app logs me out constantly, very frustrating.",Social Media,Negative,Online Banking,Australia,Students,10,Resolved,Service Issue,5,Usability,Called last year,Your issue has been resolved.,ATM Failures
637,2024-08-17 09:27:59.298269,The interest rates on savings accounts are too low.,Social Media,Positive,ATM Services,North America,Retirees,24,Resolved,Service Issue,2,Technical Issue,Provided feedback 2 months ago,We are working on resolving your issue.,Technical Issues
638,2024-01-22 09:27:59.298270,"The app has many technical issues, crashes frequently.",Survey,Negative,Investment Advice,North America,Young Professionals,48,Resolved,Service Issue,2,Technical Issue,First interaction,Thank you for your feedback.,Loan Processing Delays
639,2023-10-13 09:27:59.298272,Why are there so many hidden fees? Totally dissatisfied.,Email,Mixed,Loan Services,Asia,Young Professionals,35,Resolved,Service Issue,2,Customer Service,Provided feedback 2 months ago,We are working on resolving your issue.,High Fees
640,2024-03-17 09:27:59.298273,It took too long to get a response from customer support.,Social Media,Positive,Loan Services,Asia,Retirees,31,Unresolved,Service Issue,1,Technical Issue,First interaction,Your issue has been resolved.,ATM Failures
641,2023-10-27 09:27:59.298275,"Mobile banking interface is user-friendly, much appreciated.",Mobile App,Negative,Investment Advice,South America,Young Professionals,9,Resolved,Service Issue,4,Customer Service,First interaction,We apologize for the inconvenience.,ATM Failures
642,2023-10-01 09:27:59.298277,"The app logs me out constantly, very frustrating.",Social Media,Mixed,Mortgage Services,Australia,Students,19,Unresolved,Service Issue,5,Technical Issue,Called last year,We are working on resolving your issue.,Slow Customer Service
643,2024-09-18 09:27:59.298278,"The app logs me out constantly, very frustrating.",Social Media,Mixed,Mobile Banking,South America,Small Business,21,Resolved,Service Issue,1,Customer Service,Provided feedback 2 months ago,We are working on resolving your issue.,Technical Issues
644,2023-12-04 09:27:59.298280,"Quick and easy mortgage application, great experience.",Survey,Negative,ATM Services,North America,Young Families,38,Unresolved,Service Issue,3,Technical Issue,Called last year,Thank you for your feedback.,Technical Issues
645,2023-12-08 09:27:59.298281,"I had a great experience getting my credit card, easy and fast process.",Phone Call,Negative,Savings Accounts,Australia,Young Families,42,Resolved,Service Issue,3,Usability,First interaction,Your issue has been resolved.,ATM Failures
646,2024-01-21 09:27:59.298283,"Mortgage rates are competitive, happy with the process.",Social Media,Positive,Fees & Charges,North America,Small Business,7,Unresolved,Service Issue,5,Customer Service,Frequent user,We are working on resolving your issue.,Slow Customer Service
647,2024-02-21 09:27:59.298285,"The credit card features are excellent, love the rewards program.",Mobile App,Positive,Savings Accounts,Australia,Students,22,Resolved,Service Issue,2,Customer Service,Provided feedback 2 months ago,Thank you for your feedback.,High Fees
648,2024-04-06 09:27:59.298286,"I waited 30 minutes to speak to someone, and they weren't helpful.",Email,Negative,Online Banking,Australia,Students,3,Unresolved,Service Issue,4,Technical Issue,Provided feedback 2 months ago,We are working on resolving your issue.,Technical Issues
649,2023-11-08 09:27:59.298288,"App functionality needs improvement, crashes during transfers.",Email,Mixed,ATM Services,Australia,Small Business,17,Unresolved,Service Issue,4,Technical Issue,Called last year,Your issue has been resolved.,High Fees
650,2023-11-13 09:27:59.298289,"Loan approval took forever, not coming back for another loan.",Survey,Mixed,Mortgage Services,South America,Young Families,25,Unresolved,Service Issue,3,Customer Service,Frequent user,Your issue has been resolved.,ATM Failures
651,2024-05-01 09:27:59.298291,"I had a great experience getting my credit card, easy and fast process.",Phone Call,Positive,Online Banking,Europe,Young Professionals,13,Unresolved,Service Issue,3,Usability,First interaction,Your issue has been resolved.,High Fees
652,2023-11-19 09:27:59.298293,"The app has many technical issues, crashes frequently.",Survey,Positive,Mobile Banking,Australia,Students,31,Unresolved,Service Issue,4,Technical Issue,Called last year,We are working on resolving your issue.,Loan Processing Delays
653,2024-06-09 09:27:59.298294,I had to call support twice to resolve the same issue.,Social Media,Negative,Fees & Charges,North America,Retirees,15,Resolved,Service Issue,1,Customer Service,Called last year,We apologize for the inconvenience.,ATM Failures
654,2023-11-02 09:27:59.298296,"App functionality needs improvement, crashes during transfers.",Branch Visit,Positive,Credit Cards,South America,Small Business,10,Unresolved,Service Issue,3,Technical Issue,Called last year,Thank you for your feedback.,Slow Customer Service
655,2024-01-27 09:27:59.298297,"The credit card features are excellent, love the rewards program.",Mobile App,Negative,Online Banking,North America,Young Families,12,Resolved,Service Issue,4,Customer Service,First interaction,Thank you for your feedback.,Loan Processing Delays
656,2024-02-23 09:27:59.298299,"App functionality needs improvement, crashes during transfers.",Email,Mixed,Online Banking,Europe,Students,9,Unresolved,Service Issue,2,Usability,Frequent user,Thank you for your feedback.,Slow Customer Service
657,2023-10-16 09:27:59.298301,"Mortgage rates are competitive, happy with the process.",Survey,Mixed,Mortgage Services,Australia,Young Professionals,9,Unresolved,Service Issue,2,Technical Issue,Called last year,Thank you for your feedback.,ATM Failures
658,2024-02-06 09:27:59.298302,"Quick and easy mortgage application, great experience.",Phone Call,Mixed,Mobile Banking,Australia,Small Business,38,Unresolved,Service Issue,4,Technical Issue,First interaction,Thank you for your feedback.,Loan Processing Delays
659,2024-03-02 09:27:59.298304,"Mortgage rates are competitive, happy with the process.",Branch Visit,Positive,Loan Services,Europe,Small Business,46,Unresolved,Service Issue,3,Usability,First interaction,Thank you for your feedback.,Slow Customer Service
660,2023-10-17 09:27:59.298306,"I had a great experience getting my credit card, easy and fast process.",Email,Negative,Online Banking,North America,Young Professionals,44,Unresolved,Service Issue,3,Usability,Called last year,Thank you for your feedback.,ATM Failures
661,2024-02-27 09:27:59.298307,"App functionality needs improvement, crashes during transfers.",Social Media,Mixed,Mobile Banking,Europe,Young Families,10,Unresolved,Service Issue,5,Technical Issue,Provided feedback 2 months ago,We are working on resolving your issue.,Slow Customer Service
662,2024-06-13 09:27:59.298309,"Very satisfied with customer service, helped resolve my issue quickly.",Mobile App,Negative,ATM Services,Australia,Young Families,46,Resolved,Service Issue,5,Customer Service,First interaction,Thank you for your feedback.,Loan Processing Delays
